(15.890940035880105, '健康')
(15.658977432565734, '石榴')
(15.64756140148342, '平安')
(14.324166499439496, '快乐')
(13.090910252977178, '长大')
(5.8727921135637455, '生日快乐')
(4.473766170706039, '宝贝')
(3.9185434119590115, '健健康康')
(3.833343378655796, '可爱')
(3.8262576437908895, '宝宝')
(3.4806810636477286, '平平安安')
(2.8804727096177096, '健康成长')
(2.4588315364961475, '成长')
(2.214764242000463, '小宝贝')
(2.1775375852319145, '希望')
(2.1449435275177327, '小朋友')
(2.1372358412731183, '过得')
(2.0, '记得')
(1.9010340035970295, '快快乐乐')
(1.8651438458561396, '两岁')
(1.5093258442779478, '时间')
(1.5, '好久不见')
(1.445210331303713, '祝福')
(1.3908802923927583, '新年快乐')
(1.3353186010131641, '守护')
(1.333478935461285, '祝小')
(1.2552992596042059, '开心')
(1.0568497621170792, '小孩子')
(1.0, '加油')
(0.9736848068324536, '回复')
(0.9473449876794753, '真快')
(0.9347180115093292, '疫情')
(0.9058802923927586, '脸蛋')
(0.8245616022774845, '云养')
(0.7567570878377894, '角色')
(0.7567570878377894, '新冠')
(0.7567570878377894, '太快')
(0.7567570878377894, '两年')
(0.699397734597518, '长得')
(0.6619242220469362, '传递')
(0.6516682725473197, '可真快')
(0.6491232045549691, '红红的')
(0.581318690115274, '能量')
(0.5263151931675459, '分钟')
(0.5263151931675459, '举报')
(0.5, '转发')
(0.5, '真盟')
(0.5, '爸爸妈妈')
(0.5, '欧豪')
(0.5, '李文亮')
(0.5, '明白')
(0.5, '擦油')
(0.5, '想念')
(0.5, '必有后福')
(0.5, '微博')
(0.5, '开开心心')
(0.5, '小脸蛋')
(0.5, '小时了了')
(0.5, '小宝宝')
(0.5, '小可爱')
(0.5, '好了吗')
(0.5, '大难不死')
(0.5, '大未必佳')
(0.5, '医生')
(0.5, '中国')
(0.48648582432442095, '虎头虎脑')
(0.48648582432442095, '肺炎')
(0.48648582432442095, '终于')
(0.48648582432442095, '看着')
(0.48648582432442095, '欧豪演')
(0.48648582432442095, '明天')
(0.48648582432442095, '快快')
(0.48648582432442095, '实在')
(0.48648582432442095, '刚出生')
(0.48648582432442095, '中学')
(0.4549997837492362, '天天')
(0.4476157820664576, '茁壮成长')
(0.3987954691950359, '皮肤')
(0.3987954691950359, '温度')
(0.38171738845733627, '嫩风')
(0.38171738845733627, '一吹')
(0.3508773619358619, '甜甜的')
(0.35087679544503064, '未来')
(0.32456160227748454, '阻挡')
(0.32456160227748454, '试卷')
(0.32456160227748454, '艰难')
(0.32456160227748454, '睡觉')
(0.32456160227748454, '直播间')
(0.32456160227748454, '留下来')
(0.32456160227748454, '无数')
(0.32456160227748454, '天下')
(0.32456160227748454, '大会')
(0.32456160227748454, '名字')
(0.32456160227748454, '他长')
(0.32456160227748454, '56')
(0.32456160227748454, '54')
(0.32456160227748454, '33')
(0.306106981262526, '阿姨')
(0.2937680443604556, '故事')
(0.27706087821016034, '转眼')
